_id,BatchFileName,Indiv_Index,Race,DifficultyPerceiving,AgeCategory,Gender,DistanceBetweenOfficerAndIndiv,ReasonUseOfForce_EffectArrest,ReasonUseOfForce_PreventOffence,ReasonUseOfForce_PreventEscape,ReasonUseOfForce_ProtectOtherOfficers,ReasonUseOfForce_ProtectPublic,ReasonUseOfForce_ProtectSelf,ReasonUseOfForce_ProtectIndiv,ReasonUseOfForce_Unintentional,ReasonUseOfForce_Other,FactorsInfluenceResponse_NatureIncident,FactorsInfluenceResponse_PastHistory,FactorsInfluenceResponse_PhysicalSizeStrength,FactorsInfluenceResponse_OtherFactors,IndividualActions_ResistantPassive,IndividualActions_ResistantActive,IndividualActions_Assaultive,IndividualActions_SeriousBodilyHarmDeath,PerceiveAccessWeapon,OfficerResponses_DirectionsToComply,OfficerResponses_Comply,OfficerResponses_AttemptDeescalation,OfficerResponses_DeescalationTechniques_Communication,OfficerResponses_DeescalationTechniques_Containment,OfficerResponses_DeescalationTechniques_Cover,OfficerResponses_DeescalationTechniques_Distance,OfficerResponses_DeescalationTechniques_Repositioning,OfficerResponses_DeescalationTechniques_Teamwork,OfficerResponses_DeescalationTechniques_Time,OfficerResponses_DeescalationTechniques_Other,OfficerResponses_AssistCtrlBhvr,OfficerResponses_Reason_ImminentThreat,OfficerResponses_Reason_ActionRequiredImmediately,OfficerResponses_Reason_DeescalationUsedOtherOfficers,OfficerResponses_Reason_Other,TypeForceUsed_PhysicalControl_Check,TypeForceUsed_PhysicalControl_EscortTechniques,TypeForceUsed_PhysicalControl_Grounding,TypeForceUsed_PhysicalControl_JointLocks,TypeForceUsed_PhysicalControl_Pinning,TypeForceUsed_PhysicalControl_PressurePoints,TypeForceUsed_PhysicalControl_Strikes,TypeForceUsed_PhysicalControl_Other,TypeForceUsed_PhysicalControl_AssistCtrlBhvr,TypeForceUsed_IntermWeapon_Check,TypeForceUsed_IntermWeapon_OC_Check,TypeForceUsed_IntermWeapon_OC_AssistCtrlBhvr,TypeForceUsed_IntermWeapon_Baton_Check,TypeForceUsed_IntermWeapon_Baton_Hard,TypeForceUsed_IntermWeapon_Baton_Soft,TypeForceUsed_IntermWeapon_Baton_AssistCtrlBhvr,TypeForceUsed_IntermWeapon_CEW_Check,TypeForceUsed_IntermWeapon_CEW_AssistCtrlBhvr,TypeForceUsed_IntermWeapon_CEW_WhyNot_CartridgeMalfunction,TypeForceUsed_IntermWeapon_CEW_WhyNot_Disconnect,TypeForceUsed_IntermWeapon_CEW_WhyNot_InsufficientProbeSpread,TypeForceUsed_IntermWeapon_CEW_WhyNot_OperatorError,TypeForceUsed_IntermWeapon_CEW_WhyNot_ProbeMiss,TypeForceUsed_IntermWeapon_CEW_WhyNot_WeaponMalfunction,TypeForceUsed_IntermWeapon_CEW_WhyNot_Other,TypeForceUsed_IntermWeapon_CEW_Drawn,TypeForceUsed_IntermWeapon_CEW_Pointed,TypeForceUsed_IntermWeapon_CEW_Discharged,TypeForceUsed_IntermWeapon_CEW_DeloymentMode_Cartridge,TypeForceUsed_IntermWeapon_CEW_DeloymentMode_DrivePushStun,TypeForceUsed_IntermWeapon_CEW_DeloymentMode_ThreePointContact,TypeForceUsed_IntermWeapon_CEW_DrivePushStunCycles,TypeForceUsed_IntermWeapon_CEW_ThreePointContactCycles,TypeForceUsed_LLFirearm_Check,TypeForceUsed_LLFirearm_Shotgun_Check,TypeForceUsed_LLFirearm_Shotgun_Pointed,TypeForceUsed_LLFirearm_Shotgun_Discharged,TypeForceUsed_LLFirearm_Shotgun_AssistCtrlBhvr,TypeForceUsed_LLFirearm_ExtRangeImpactWeapon_Check,TypeForceUsed_LLFirearm_ExtRangeImpactWeapon_Pointed,TypeForceUsed_LLFirearm_ExtRangeImpactWeapon_Discharged,TypeForceUsed_LLFirearm_ExtRangeImpactWeapon_AssistCtrlBhvr,TypeForceUsed_Other_Check,TypeForceUsed_Other_AssistCtrlBhvr,TypeForceUsed_Firearm_Check,TypeForceUsed_Firearm_Handgun_Check,TypeForceUsed_Firearm_Handgun_Drawn,TypeForceUsed_Firearm_Handgun_Pointed,TypeForceUsed_Firearm_Handgun_Discharged,TypeForceUsed_Firearm_Handgun_AssistCtrlBhvr,TypeForceUsed_Firearm_Rifle_Check,TypeForceUsed_Firearm_Rifle_Pointed,TypeForceUsed_Firearm_Rifle_Discharged,TypeForceUsed_Firearm_Rifle_AssistCtrlBhvr,TypeForceUsed_Firearm_ShotgunLethal_Check,TypeForceUsed_Firearm_ShotgunLethal_Pointed,TypeForceUsed_Firearm_ShotgunLethal_Discharged,TypeForceUsed_Firearm_ShotgunLethal_AssistControllingBehaviour,TypeForceUsed_Firearm_IssuePoliceChallenge,TypeForceUsed_Firearm_Comply,TypeForceUsed_Firearm_NoChallengeWhyNot_NotViable,TypeForceUsed_Firearm_NoChallengeWhyNot_IssuedByAnOtherOfficer,TypeForceUsed_Firearm_NoChallengeWhyNot_Other,IndivInjuries_PhysicalInjuries,IndividualInjuries_Treatment_No,IndividualInjuries_Treatment_FirstAid,IndividualInjuries_Treatment_MedicalPersonnelScene,IndividualInjuries_Treatment_AdmissionMedicalFacility,IndividualInjuries_Treatment_MedicalFacility,IndividualInjuries_Treatment_Unknown,IndividualInjuries_Treatment_Other
1,418729783,1,White,No,45 - 54,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,,,,1,,,,,1,,,1,Yes,Yes,Yes,1,,,1,,,,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
2,418729783,2,White,No,45 - 54,Female,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,,,,1,,,,,,,,1,Yes,Yes,Yes,1,,,,,,,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
3,243682269,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,,1,,,1,,1,,,1,No,,Yes,,,,1,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,No,,,,1,No,,,,,,,
4,527449862,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,,1,,,,,,,,1,,,1,1,Yes,No,Yes,1,,,1,1,1,1,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,1,,,No,,,,,,,,,,,,,,No,,,,,,,
5,159503911,1,Latino,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),,,,,,1,,,,,,,,,1,1,,,Yes,No,Yes,1,,,,,,,,No,,,,,1,,,,1,,,,Yes,1,,,,,,,1,Yes,,,,,,,,1,1,1,1,1,,Single Cycle (5 seconds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
6,602367907,1,South Asian,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,,1,1,,1,,,,1,,,,,,,,1,Yes,Yes,Yes,1,1,,,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
7,931589034,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,,,1,,1,,,,,,,,,,1,,1,Yes,No,No,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
8,865654144,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,,1,,,1,,,,,,,,,,1,,1,Yes,No,No,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
9,119619030,1,South Asian,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,1,1,1,1,,,,1,,,1,,,,,1,Yes,No,Yes,1,,,,,,,,No,,,,,1,,1,,,,,,Yes,1,,,,,,,1,Yes,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
10,993086464,1,White,No,45 - 54,Female,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,,1,,,1,,,,,,Yes,Yes,Yes,1,,1,1,1,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,No,,,1,,No,,,,,,,
11,993086464,2,Black,No,17 and younger,Female,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,1,,,,,,1,,,,,,Yes,Yes,Yes,1,,1,1,1,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
12,587879303,1,White,No,45 - 54,Female,Less than 3 metres (approx. 10 feet),,,,1,,1,1,,,1,,,1,,,,,,Yes,Yes,Yes,1,,1,1,1,1,,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
13,564472069,1,White,No,45 - 54,Female,3 to 7 metres (approx. 10 to 23 feet),,1,,1,,1,,,1,1,1,,1,,,,,,Yes,Yes,Yes,1,1,,1,,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
14,583923567,1,White,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,,,,,,,,,,1,,,Yes,No,Yes,1,,,,,,,,No,,,,,1,,1,,,,,,Yes,1,,,,,,,1,Yes,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
15,166715226,1,South Asian,No,45 - 54,Male,Less than 3 metres (approx. 10 feet),,,,1,1,1,1,,,1,,1,,,1,,1,,Yes,Yes,Yes,1,,,1,1,1,,,No,,,,,1,,1,,1,,,,Yes,1,,,,,,,1,Yes,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
16,812001514,1,Indigenous,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),,1,,,1,,,,,,,,,,1,1,,,Yes,No,Yes,1,,,,,1,,,No,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
17,949578855,1,White,No,18 - 24,Female,Less than 3 metres (approx. 10 feet),,,,1,,,,,1,,,,,,,1,,,Yes,No,Yes,1,,,,,,1,,No,,,,,1,,,,1,,,,Yes,1,,,,,,,1,Yes,,,,,,,,,,1,,1,,Single Cycle (5 seconds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
18,729541390,1,White,No,45 - 54,Male,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,1,1,,,,,,,,,Yes,Yes,Yes,1,1,1,,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,No,,,,1,No,,,,,,,
19,729541390,2,White,No,45 - 54,Male,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,1,1,,,,,,,,,Yes,Yes,Yes,1,1,1,,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,No,,,1,,No,,,,,,,
20,843368862,1,White,No,45 - 54,Male,Less than 3 metres (approx. 10 feet),,,,1,1,,1,,1,1,,,,,,,,,Yes,Yes,Yes,1,1,1,,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,No,,,1,,No,,,,,,,
21,843368862,2,White,No,45 - 54,Male,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,1,1,,,,,,,,,Yes,Yes,Yes,1,1,1,,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
22,148955600,1,Black,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,,1,,,,,,,,,Yes,Yes,Yes,,,,1,,1,,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
23,313694372,1,East/Southeast Asian,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,,,,1,,,,,,,,1,Yes,Yes,No,,,,,,,,,,1,1,,,1,1,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,No,,1,,1,No,,,,,,,
24,313694372,2,East/Southeast Asian,No,25 - 34,Female,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,,,,1,,,,,,,,1,Yes,Yes,No,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,No,,1,,1,No,,,,,,,
25,788371579,1,East/Southeast Asian,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,,,,1,,,,,,,,1,No,,No,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,No,,1,,1,No,,,,,,,
26,788371579,2,East/Southeast Asian,No,25 - 34,Female,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,,,,1,,,,,,,,1,No,,No,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,No,,1,,1,No,,,,,,,
27,618338024,1,Latino,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,,,,,,,,,,,,1,,No,,Yes,1,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,No,,,,,,,,,,,,,,No,,,,,,,
28,618338024,2,Latino,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,,,1,,,,,,,,,,,,1,,No,,Yes,1,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,No,,,,,,,,,,,,,,No,,,,,,,
29,894225363,1,East/Southeast Asian,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,1,,,1,1,1,,,1,,,,,,1,,,Yes,Yes,No,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
30,894225363,2,East/Southeast Asian,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),,1,,,1,1,1,,,1,,,,,,1,,,Yes,Yes,No,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
31,569459782,1,Black,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),,,1,1,,,,,,1,,1,,1,,,,,Yes,Yes,Yes,1,,,1,1,1,1,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
32,213372872,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,,,1,1,1,1,,,,1,1,1,,,1,,,Yes,No,No,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,,,1,1,1,,Single Cycle (5 seconds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
33,939537346,1,White,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),,,1,,,1,1,,,,,,,,1,1,,1,No,,Yes,1,,,,1,,,,No,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,1,,,
34,828680240,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,,,,,1,,,,,,,1,,,,,,Yes,Yes,Yes,1,,,1,,,,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
35,724144049,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,,,,,1,,,,,,,1,,,,,,Yes,Yes,Yes,1,,,1,,,,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
36,480628715,1,White,No,25 - 34,Male,Greater than 7 metres (more than 23 feet),,1,,1,1,1,,,,1,,,,,,,,1,Yes,Yes,No,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,No,,,,,,,,,,,,,,No,,,,,,,
37,900010236,1,White,No,25 - 34,Male,Greater than 7 metres (more than 23 feet),,1,,1,1,1,,,,1,,,,,,,,1,Yes,Yes,No,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
38,479925650,1,South Asian,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,,1,1,1,1,,,1,,,,,,,,1,Yes,Yes,Yes,1,,,,,,,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
39,240727337,1,East/Southeast Asian,No,35 - 44,Female,Less than 3 metres (approx. 10 feet),,,,1,1,1,1,,,1,,,,,,,,,Yes,Yes,Yes,1,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
40,240727337,2,East/Southeast Asian,No,17 and younger,Male,Less than 3 metres (approx. 10 feet),,,,1,1,1,1,,,1,,,,,,,,,Yes,Yes,Yes,1,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
41,332167484,1,East/Southeast Asian,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,,,1,1,1,1,,,1,,,1,,,,,1,Yes,Yes,Yes,1,,1,1,1,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
42,332167484,2,East/Southeast Asian,No,17 and younger,Male,Less than 3 metres (approx. 10 feet),,,,,,,,,1,1,,,1,,,,,,Yes,Yes,No,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
43,790484541,1,East/Southeast Asian,No,45 - 54,Male,Less than 3 metres (approx. 10 feet),,1,,1,1,,,,,,,,,1,1,1,,,Yes,Yes,Yes,1,,,,,,,1,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
44,365863383,1,White,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),,1,,,1,,1,,,1,,,,,,1,,,Yes,Yes,Yes,1,,,1,,,,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
45,365863383,2,Middle Eastern,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),,1,,,1,1,1,,,1,,,,,,1,,,Yes,Yes,Yes,1,,,1,,,,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
46,365863383,3,White,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),,1,,,1,1,1,,,1,,,,,,1,,,Yes,Yes,Yes,1,,,1,,,,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
47,376592594,1,Black,No,35 - 44,Female,Less than 3 metres (approx. 10 feet),,,1,1,1,1,,,,1,,,1,,1,,,,Yes,No,Yes,1,,,,,1,,,No,,,,,1,1,1,1,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,1
48,841279034,1,Black,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),,,,,,,,1,,,,,,,,,,1,Yes,Yes,Yes,1,1,1,1,,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
49,841279034,2,Black,No,45 - 54,Female,3 to 7 metres (approx. 10 to 23 feet),,,,,,,,1,,,,,,,,,,1,Yes,Yes,Yes,1,1,1,1,,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
50,841279034,3,Black,No,17 and younger,Female,3 to 7 metres (approx. 10 to 23 feet),,,,,,,,1,,,,,,,,,,1,Yes,Yes,Yes,1,1,1,1,,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
51,654013802,1,Black,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,,1,1,,,,1,,1,,,,,1,Yes,Yes,No,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,No,,,,1,No,,,,,,,
52,654013802,2,Black,No,45 - 54,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,,1,1,,,,1,,1,,,,,,Yes,Yes,No,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,No,,,,1,No,,,,,,,
53,786798497,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,,,1,1,,,,1,,,,,1,,1,,Yes,No,Yes,1,,,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,No,,,,,,,,,,,,,,No,,,,,,,
54,791196649,1,East/Southeast Asian,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,,1,,,,,,,,,,1,1,,Yes,Yes,Yes,1,,,1,1,1,1,,Yes,,,,,1,,,,1,,,,Yes,1,,,,,,,1,Yes,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,No,,1,,,No,,,,,,,
55,314549273,1,East/Southeast Asian,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,,1,,,,,,,,,,1,1,,Yes,Yes,Yes,1,,,1,,1,1,,Yes,,,,,1,,,,1,,,,Yes,1,,,,,,,1,Yes,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,No,,1,,,No,,,,,,,
56,448639288,1,Black,Yes,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,1,1,1,1,1,1,,,,,,,,,1,,,Yes,No,Yes,1,1,1,1,1,1,1,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
57,452438534,1,East/Southeast Asian,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,1,,1,1,1,,,,1,,,,,,,,1,Yes,Yes,No,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
58,223442106,1,East/Southeast Asian,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,1,,1,1,1,,,,1,,,,,,,,1,Yes,Yes,No,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,No,,1,,,No,,,,,,,
59,957496666,1,East/Southeast Asian,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,1,,1,1,1,,,,1,,,,,,,,1,Yes,Yes,No,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
60,385578537,1,East/Southeast Asian,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,1,,1,1,1,,,,1,,,,,,,,1,Yes,Yes,No,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,,,,,,,,,No,,1,,,No,,,,,,,
61,395893081,1,White,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,,1,,,,,,,,1,Yes,Yes,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
62,395893081,2,Latino,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,,1,,,,,,,,,Yes,Yes,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
63,395893081,3,East/Southeast Asian,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,,,,1,1,,,,1,,,,,,,,,Yes,Yes,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
64,382894102,1,White,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,,1,,,,,,,,1,Yes,Yes,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,No,,,1,,No,,,,,,,
